geoid,APPLIANCE,Adopt-A-Basket,Air Quality,Animal Abuse,Animal Facility - No Permit,Animal in a Park,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bike Rack Condition,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Bottled Water,Bridge Condition,Broken Muni Meter,Broken Parking Meter,Building Condition,Building/Use,Bus Stop Shelter Placement,CONSTRUCTION,Calorie Labeling,City Vehicle Placard Complaint,Collection Truck Noise,Construction,Consumer Complaint,Cranes and Derricks,Curb Condition,DOF Parking - Tax Exemption,DOF Property - Reduction Issue,DOOR/WINDOW,DPR Internal,Damaged Tree,Dead Tree,Derelict Bicycle,Derelict Vehicle,Derelict Vehicles,Dirty Conditions,Disorderly Youth,Drinking,Drinking Water,EAP Inspection - F59,ELECTRIC,ELEVATOR,Electrical,Elevator,Emergency Response Team (ERT),FLOORING/STAIRS,Fire Alarm - Addition,Fire Alarm - Modification,Fire Alarm - New System,Fire Alarm - Reinspection,Fire Alarm - Replacement,Fire Safety Director - F58,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Found Property,GENERAL,GENERAL CONSTRUCTION,Gas Station Discharge Lines,General Construction/Plumbing,Graffiti,HEAT/HOT WATER,HEATING,Harboring Bees/Wasps,Hazardous Materials,Hazmat Storage/Use,Highway Condition,Highway Sign - Damaged,Highway Sign - Dangling,Highway Sign - Missing,Homeless Encampment,Homeless Person Assistance,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Fireworks,Illegal Parking,Illegal Tree Damage,Indoor Air Quality,Indoor Sewage,Industrial Waste,Investigations and Discipline (IAD),Lead,Legal Services Provider Complaint,Lifeguard,Literature Request,Litter Basket / Request,Maintenance or Facility,Miscellaneous Categories,Missed Collection (All Materials),Mold,Municipal Parking Facility,NONCONST,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Street/Sidewalk,Noise - Vehicle,Non-Residential Heat,OUTSIDE BUILDING,Open Flame Permit,Other Enforcement,Overflowing Litter Baskets,Overflowing Recycling Baskets,Overgrown Tree/Branches,PAINT - PLASTER,PAINT/PLASTER,PLUMBING,Panhandling,Plant,Plumbing,Poison Ivy,Posting Advertisement,Public Assembly,Public Assembly - Temporary,Public Payphone Complaint,Public Toilet,Radioactive Material,Rangehood,Recycling Enforcement,Request Xmas Tree Collection,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,SG-98,SG-99,Sanitation Condition,Scaffold Safety,School Maintenance,Senior Center Complaint,Sewer,Sidewalk Condition,Smoking,Snow,Special Enforcement,Special Natural Area District (SNAD),Special Projects Inspection Team (SPIT),Sprinkler - Mechanical,Squeegee,Stalled Sites,Standing Water,Standpipe - Mechanical,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Sweeping/Inadequate,Sweeping/Missed,Tanning,Tattooing,Taxi Complaint,Taxi Report,Traffic,Traffic Signal Condition,Trans Fat,Transportation Provider Complaint,UNSANITARY CONDITION,Unleashed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Pigeon Condition,Urinating in Public,VACANT APARTMENT,Vacant Lot,Vending,Violation of Park Rules,WATER LEAK,Water Conservation,Water Quality,Water System,Window Guard,X-Ray Machine/Equipment
36061016200,2,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,1,0,5,0,1,0,0,3,0,8,0,2,0,0,16,0,0,29,0,8,0,0,0,0,0,0,2,0,4,0,0,9,11,0,3,4,7,33,1,1,0,79,0,0,0,3,0,0,0,1,16,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,33,9,5,0,2,3,19,15,0,0,0,1,1,0,2,9,15,42,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,0,4,5,4,3,1,0,0,0,0,0,0,0,18,0,1,1,0,0,1,0,0,13,0,10,0,0,0,20,0,0,2,0,0,0,0,0,0,23,0,0,11,0,0
36081012100,0,0,1,3,0,0,0,0,0,0,0,42,2,0,0,2,0,0,7,0,0,0,0,0,4,4,0,0,0,1,0,0,6,1,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,13,18,5,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,1,8,3,1,0,1,1,2,0,0,0,1,0,0,4,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,5,2,4,0,0,0,8,0,0,0,7,1,2,6,2,0,1,0,0,0,0,0,18,11,2,2,1,0,4,0,0,1,0,0,5,0,0,4,0,0,2,0,0,0,0,0,0,5,0,0,4,0,0
36081150701,0,0,0,0,0,0,2,0,1,0,1,4,0,0,0,11,0,0,3,0,0,0,0,0,21,2,0,0,0,0,0,0,62,29,0,4,3,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,21,6,0,0,1,0,1,0,0,0,0,1,0,16,0,0,0,13,0,0,0,1,1,2,0,0,0,1,0,0,25,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,5,64,1,0,0,24,0,0,0,34,2,0,12,6,0,0,0,0,0,2,0,89,72,17,1,7,0,0,0,0,0,0,1,14,0,0,0,1,0,1,1,0,0,1,0,0,0,3,1,44,0,0
36047118202,3,0,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,27,0,8,4,0,2,8,3,0,2,0,0,24,0,2,0,0,19,0,0,0,0,0,0,1,0,0,0,0,22,12,0,4,9,48,39,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,20,0,0,0,24,28,0,2,0,0,0,0,6,1,35,41,0,0,9,0,0,0,0,0,0,0,0,1,0,9,1,12,0,0,5,0,0,0,20,2,0,2,2,0,0,0,0,0,1,0,10,17,2,0,2,2,0,0,0,1,0,0,2,0,0,65,0,0,2,1,1,0,0,0,0,23,0,0,24,0,0
36061012400,6,0,11,4,1,0,1,0,0,0,1,18,2,0,0,259,11,0,2,2,0,0,0,0,0,12,0,0,12,0,15,0,0,1,1,0,0,12,0,1,0,12,20,0,1,16,0,11,0,0,0,0,0,32,13,11,6,0,1,27,10,0,5,5,74,37,0,2,0,0,0,0,0,3,1,0,0,0,40,0,3,0,3,0,2,0,0,0,3,3,0,5,0,0,9,166,22,1,0,0,37,5,0,0,0,3,2,0,1,2,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,5,0,0,0,15,9,0,3,1,0,3,0,0,0,1,0,71,0,1,1,2,1,2,0,0,66,4,8,0,0,0,40,1,0,9,0,0,0,0,5,0,14,0,0,21,0,0
36005023200,2,0,0,12,0,0,4,0,0,0,0,74,0,0,0,3,0,0,21,0,0,0,0,0,0,2,0,0,0,1,10,0,3,2,0,0,2,22,0,2,0,0,11,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,2,19,0,6,14,31,20,0,0,0,0,0,0,0,0,1,0,0,0,23,0,3,0,0,0,1,0,0,0,2,0,2,5,0,0,9,3,2,0,0,0,2,14,2,1,0,1,0,0,0,26,27,34,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,10,0,0,0,9,0,0,8,1,0,0,0,0,0,1,0,31,17,0,0,0,0,0,0,1,0,0,0,3,0,0,35,0,0,1,2,0,0,0,0,0,5,0,0,14,0,0
36085030301,4,0,2,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,1,0,0,0,0,0,4,0,0,0,0,8,0,4,8,0,17,2,24,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,3,15,0,4,1,4,5,0,2,0,16,0,0,0,0,0,0,0,0,37,3,2,2,3,0,0,0,0,0,2,1,0,29,1,0,5,9,0,0,0,0,2,1,0,0,0,4,0,0,3,1,5,20,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,1,0,0,15,0,0,0,32,1,0,12,4,0,3,0,0,0,5,0,100,52,5,0,1,0,0,0,0,0,0,8,15,0,0,9,2,0,1,0,0,0,0,0,1,6,6,1,38,0,0
36061016500,3,0,11,3,0,0,7,0,0,0,0,5,2,0,0,88,0,0,7,2,0,0,0,0,0,3,0,0,7,0,23,0,4,8,1,0,0,13,0,0,0,0,9,0,3,8,0,12,0,0,0,0,0,0,5,2,1,0,0,25,5,0,18,0,73,78,0,1,0,0,0,0,0,2,1,0,0,0,50,1,5,1,3,0,4,0,0,0,2,14,0,3,0,0,2,48,7,38,0,0,16,16,0,0,0,0,2,0,8,2,42,27,0,0,0,0,0,0,0,1,0,0,0,0,0,46,5,5,0,0,7,2,0,0,11,8,0,4,4,0,5,0,0,0,2,0,40,0,1,1,3,0,1,0,0,52,1,5,0,0,0,31,0,0,1,3,0,0,0,34,0,13,1,2,36,0,0
36047003400,0,0,2,2,0,3,1,0,0,0,0,40,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,4,26,0,23,3,0,2,0,1,1,0,0,0,10,1,4,8,0,20,0,0,0,0,0,0,0,0,0,0,0,9,7,0,6,2,81,46,0,0,0,0,0,0,0,1,0,0,0,0,96,1,2,0,0,1,1,0,0,0,0,21,0,9,0,0,0,32,2,2,0,1,2,4,0,3,0,0,1,0,10,4,26,6,0,33,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,11,0,0,0,27,1,5,13,3,0,1,0,0,0,0,0,38,36,4,3,4,2,3,0,0,1,0,2,0,0,0,23,2,0,0,0,0,0,0,1,2,20,2,0,15,0,0
36081063500,0,0,0,3,0,0,2,1,0,0,0,36,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,3,0,0,0,0,19,4,0,17,1,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,3,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,5,1,0,20,0,0,0,4,0,0,0,0,2,0,0,0,0,2,2,0,18,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,11,0,0,0,7,0,0,5,0,0,0,0,0,0,2,0,31,9,2,1,0,0,0,0,0,1,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,1,3,1,21,0,0
36081059100,6,0,1,5,0,0,0,0,0,0,0,135,1,0,0,0,0,0,20,0,1,0,0,0,5,0,0,2,0,1,10,0,8,6,0,0,1,16,0,0,0,0,21,0,0,0,0,17,0,0,0,0,0,0,3,0,2,0,1,8,6,0,10,3,33,29,0,1,0,0,0,0,0,0,0,1,0,0,15,1,2,1,0,0,1,0,0,0,0,2,0,5,0,0,8,17,24,0,0,0,8,2,0,0,0,2,0,0,6,2,23,27,0,0,2,0,0,0,0,0,0,0,0,0,1,14,5,16,0,0,12,0,0,0,21,0,0,2,5,0,1,0,0,0,0,0,29,31,2,0,2,1,0,0,0,5,0,0,6,0,0,23,0,0,0,0,0,0,0,1,0,7,2,0,32,0,0
36085018702,0,0,1,8,0,0,0,0,0,0,2,37,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,2,0,26,4,0,31,6,19,0,0,0,0,5,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,4,2,1,0,1,0,77,0,0,0,0,0,1,0,0,30,4,1,0,1,0,1,0,0,0,0,0,0,43,0,0,1,23,0,1,0,0,5,5,0,0,0,1,11,0,38,0,3,5,0,0,1,2,0,0,0,0,0,0,0,0,1,18,26,0,0,0,18,0,0,0,46,0,0,23,1,0,0,0,0,0,3,0,207,32,10,3,4,0,0,0,0,0,0,6,11,0,0,4,0,0,2,0,0,0,5,0,0,4,9,2,61,0,0
36081014201,5,0,3,2,0,0,0,0,0,0,0,145,1,0,0,0,0,0,29,0,0,0,0,0,5,6,0,1,0,0,14,0,18,3,0,3,6,5,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,15,4,0,8,33,47,11,0,1,0,0,0,0,0,2,0,0,0,0,19,0,2,1,0,0,2,0,0,0,0,0,0,9,0,0,2,6,5,0,0,0,10,4,0,2,0,1,1,0,5,5,10,17,0,0,0,0,0,0,0,1,0,0,0,1,0,15,5,7,0,0,9,0,1,0,4,1,0,3,6,0,1,0,0,0,0,0,33,19,2,0,2,0,1,0,0,0,0,0,10,0,0,34,0,0,0,0,0,0,0,0,0,2,7,0,50,0,0
36085022300,6,0,3,14,0,0,2,0,0,0,0,13,1,0,0,0,0,0,24,0,2,0,0,0,0,8,0,0,0,0,36,0,1,2,0,28,23,41,0,0,0,0,28,0,4,0,0,9,1,0,0,0,0,0,3,0,0,0,0,12,9,0,12,1,18,7,0,1,0,0,0,0,0,0,0,1,0,0,50,1,0,1,3,0,1,0,0,0,5,1,0,50,0,0,8,14,4,1,0,0,6,2,0,1,0,13,3,0,3,1,21,62,0,0,4,0,0,0,0,0,0,0,0,0,0,32,3,2,0,0,18,0,0,0,20,1,0,12,0,0,3,0,0,0,6,0,80,35,0,5,1,0,0,0,0,0,0,4,3,0,0,37,0,0,0,0,0,0,5,1,0,15,11,0,29,1,0
36005027402,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,17,4,0,21,0,11,2,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,8,1,0,2,3,13,12,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,2,0,0,0,0,1,0,25,0,0,0,7,1,0,0,0,8,0,0,0,0,1,0,0,14,1,9,5,0,0,3,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,4,0,0,0,19,0,1,7,0,0,0,0,0,0,1,0,33,98,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,1,0,0,2,2,2,30,0,0
36047024300,6,0,4,2,0,0,4,0,0,0,0,46,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,13,0,4,2,4,6,3,21,1,0,0,0,20,0,3,0,0,19,0,0,0,0,0,0,6,0,1,0,0,10,10,0,17,3,57,56,2,1,0,0,0,0,0,0,0,0,0,0,25,1,3,0,0,1,1,0,0,0,0,0,0,24,1,0,4,13,54,1,0,1,16,3,0,0,0,4,0,0,3,1,20,21,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1,14,0,0,9,0,0,0,5,1,0,8,0,0,0,0,0,0,0,0,17,25,1,0,1,0,1,0,0,10,0,0,21,0,0,17,0,0,0,0,0,0,1,0,0,10,1,2,27,0,0
36047040900,8,0,3,5,0,0,0,0,0,0,0,42,2,0,0,0,0,0,19,0,1,0,0,0,0,1,0,0,0,0,25,0,2,0,0,2,7,26,0,0,0,0,45,0,6,0,0,23,0,0,0,1,0,0,1,0,3,0,1,25,13,0,7,2,85,44,0,0,0,0,0,0,0,3,0,0,0,0,18,0,2,0,3,0,0,0,0,0,0,0,0,2,1,0,14,11,4,0,0,0,47,8,1,5,0,0,0,0,1,5,65,61,0,0,4,0,0,0,0,0,0,0,0,0,0,24,2,44,0,0,34,0,2,0,5,3,0,2,1,0,0,0,0,0,0,0,22,25,1,0,0,0,0,0,0,2,0,0,7,0,0,108,1,0,0,0,0,0,0,2,0,42,3,0,75,0,0
36047002100,0,0,58,6,0,0,4,0,0,0,1,86,0,0,3,22,0,0,10,0,0,0,0,0,1,29,2,1,0,0,0,0,2,2,2,3,2,20,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,11,11,5,3,1,1,2,0,0,36,19,7,2,0,4,1,20,0,0,0,1,0,0,0,1,94,1,7,0,1,0,2,0,0,0,4,6,0,11,0,0,0,150,34,3,0,5,19,21,5,0,0,6,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,6,0,11,1,2,0,0,11,0,0,0,38,7,3,7,7,0,12,0,0,0,0,0,146,73,6,2,7,0,1,0,0,44,3,8,23,0,0,2,0,0,0,1,0,0,0,9,0,1,0,0,33,0,0
36081092500,3,0,1,2,0,0,0,0,0,0,0,146,0,0,0,15,0,0,31,0,0,0,0,0,16,28,0,2,0,0,7,0,11,13,0,24,9,24,0,1,0,0,5,0,0,0,3,3,0,0,0,0,0,0,25,4,0,0,0,8,1,0,18,31,32,9,0,0,0,0,0,0,0,6,0,2,0,0,52,2,5,0,3,0,1,0,0,0,0,3,0,19,1,0,0,8,13,0,1,6,9,2,1,0,0,3,0,0,12,0,2,7,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,16,0,0,0,17,3,0,14,2,0,3,0,0,0,0,0,101,13,15,2,3,0,0,0,0,0,0,1,12,2,0,5,0,0,1,0,0,0,0,0,0,1,7,1,21,0,0
36047038300,12,0,1,17,0,0,0,0,0,0,0,52,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,48,0,7,3,3,6,7,21,0,1,0,0,21,0,7,0,0,11,0,0,0,0,0,0,0,3,0,0,0,14,39,0,14,13,112,44,1,4,0,0,0,0,0,0,0,0,0,0,15,0,2,2,3,1,1,0,0,0,0,0,0,19,0,0,24,6,4,0,0,0,27,8,6,0,0,2,0,0,9,17,53,58,0,0,2,0,0,0,0,0,0,0,0,2,0,23,0,8,0,0,10,0,0,0,14,3,0,2,0,0,0,0,0,0,1,0,25,38,1,2,0,1,4,0,0,4,0,3,53,0,0,81,0,0,1,0,0,0,1,0,0,37,0,1,26,0,0
36047081800,21,0,2,3,0,0,2,1,0,0,0,72,0,0,0,9,0,0,12,1,1,0,1,0,0,14,0,2,0,1,58,0,8,1,0,2,1,25,0,0,0,0,73,1,0,29,0,26,0,0,0,0,0,0,5,4,1,0,0,35,23,0,17,2,171,199,0,1,0,0,0,0,0,0,2,0,0,0,8,0,3,0,1,0,2,0,0,0,4,0,0,8,0,0,9,3,9,0,0,0,12,2,3,2,0,4,0,0,2,17,120,95,0,0,2,0,0,0,0,0,0,0,0,0,1,24,0,5,0,0,26,0,0,0,11,4,0,4,0,0,2,0,0,0,0,0,33,27,0,1,0,0,0,0,0,3,0,1,4,0,0,113,0,0,2,0,0,0,0,0,0,67,4,0,64,0,0
36081038400,0,0,52,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,13,2,0,8,6,21,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,0,10,1,0,2,0,0,0,0,0,2,0,0,0,0,13,0,0,2,0,0,0,0,0,0,1,0,0,11,0,0,0,5,28,0,0,0,3,110,0,0,0,1,6,0,12,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,6,9,0,0,0,17,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,48,36,0,2,5,0,0,0,0,0,0,4,23,0,0,1,0,0,1,0,0,0,1,0,0,1,2,2,21,0,0
36047004600,0,0,1,1,0,0,0,0,0,0,0,23,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,0,14,1,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,2,0,0,0,0,12,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,1,0,0,5,9,1,0,0,0,3,0,0,9,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,7,0,4,0,6,2,0,5,1,0,0,0,0,0,0,0,17,27,9,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,9,0,0
36081073700,6,0,8,2,0,0,6,0,0,0,0,21,2,0,0,107,1,0,1,0,0,0,0,0,13,29,0,1,0,0,5,0,1,5,0,0,0,7,0,0,0,0,6,0,5,0,0,3,0,0,0,0,0,0,7,7,3,0,0,1,5,0,15,6,30,29,0,2,0,0,0,0,0,1,0,0,0,2,17,7,11,1,2,1,0,0,0,0,3,0,0,6,0,0,0,19,36,0,0,0,6,1,2,0,0,5,2,0,0,1,10,25,1,0,3,0,0,0,0,1,0,0,0,0,0,5,0,8,0,0,9,0,0,0,5,5,6,7,8,0,1,0,0,0,3,0,60,52,3,4,1,0,0,0,0,10,0,6,47,0,0,23,0,0,0,1,0,0,0,2,0,3,0,0,22,0,0
36081055300,11,0,1,7,0,0,0,1,0,0,0,46,0,0,0,15,0,0,8,0,0,0,0,0,13,19,0,0,0,0,19,0,10,3,0,1,3,22,0,1,0,0,20,0,2,0,0,12,0,0,0,0,0,0,12,1,1,0,0,19,11,0,8,8,18,66,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,1,1,0,1,0,0,0,0,0,0,9,1,0,4,17,20,0,0,0,14,8,4,0,0,1,0,0,3,18,23,23,0,0,1,0,0,0,0,0,0,0,0,0,0,49,4,4,0,0,28,0,1,0,22,1,0,4,4,0,1,0,0,0,1,0,47,23,5,0,1,0,2,0,0,1,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,8,3,0,37,0,0
36047032700,10,0,0,3,0,0,2,0,0,0,0,14,2,0,0,10,0,0,5,3,0,0,0,0,0,20,0,0,0,0,16,0,6,5,0,8,9,19,0,0,0,0,23,0,2,2,0,23,0,0,0,0,0,0,4,0,3,0,0,11,20,0,2,14,70,116,0,0,0,0,0,0,0,2,0,1,0,0,44,3,2,0,0,2,2,0,0,0,1,1,0,1,0,0,9,21,33,1,0,0,15,10,2,1,0,5,1,0,4,6,63,54,0,0,1,0,0,0,0,0,0,0,0,1,0,9,1,5,0,0,19,0,0,0,28,3,0,9,6,0,2,0,0,0,0,0,58,76,5,0,1,2,2,0,0,13,0,1,20,0,0,31,0,0,1,0,2,0,3,0,0,18,0,1,29,0,0
36081006501,2,0,2,1,0,0,0,0,0,0,1,54,3,0,0,5,0,0,1,0,0,0,0,0,4,8,0,0,0,2,11,0,6,8,1,0,0,13,0,1,0,0,9,4,1,1,0,4,0,0,0,0,0,0,2,2,0,0,0,9,1,0,3,0,47,17,0,1,0,0,0,0,0,0,0,0,0,1,17,7,1,0,1,0,0,0,0,0,1,2,0,3,0,0,3,35,68,0,0,0,10,6,13,1,0,1,0,0,3,0,8,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,4,0,0,0,7,1,1,5,1,0,0,0,0,0,0,0,25,11,2,1,0,0,0,0,0,5,0,6,5,0,0,24,1,0,0,1,0,0,0,0,0,1,0,0,7,0,0
36081014800,6,0,0,3,0,0,0,0,0,0,0,53,0,0,0,0,0,0,41,0,0,0,0,0,1,1,0,0,0,0,36,0,9,12,0,7,3,44,0,0,0,0,30,0,3,0,0,12,0,0,0,0,0,0,1,0,0,0,0,32,0,0,4,0,27,3,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,1,0,0,0,0,3,0,0,3,0,0,3,7,2,0,0,1,1,1,0,0,0,3,0,0,9,0,20,13,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,10,0,0,9,0,0,0,8,1,0,2,3,0,1,0,0,0,0,0,46,36,0,1,0,0,0,0,0,0,0,1,7,0,0,33,0,0,0,0,0,0,1,0,0,17,4,0,8,0,0
36005035800,11,0,0,6,0,0,4,0,0,0,0,140,1,0,2,2,0,0,37,0,0,0,0,0,0,15,0,0,0,0,21,0,13,10,0,39,27,49,2,0,0,0,18,0,6,0,0,10,0,0,0,0,0,1,5,2,1,0,0,19,5,0,7,6,55,38,0,2,0,0,0,0,0,0,0,0,0,0,86,1,2,4,1,0,0,0,0,0,1,1,0,15,0,0,9,11,13,0,0,1,16,6,4,4,0,1,5,0,12,9,37,59,0,0,5,0,0,0,0,0,0,0,0,1,4,20,5,10,0,0,40,0,0,0,28,0,1,25,2,0,2,0,0,0,1,0,48,86,2,4,8,0,2,0,0,1,0,1,12,0,0,51,1,0,11,0,0,0,4,0,0,18,9,1,51,0,0
36061008700,4,0,16,7,0,0,2,0,0,0,0,6,2,0,0,43,0,0,2,0,0,0,0,1,0,12,0,0,3,5,25,0,11,8,4,3,0,57,0,2,0,2,13,0,2,2,0,15,0,1,0,2,0,12,15,7,3,0,4,13,6,0,47,9,105,35,0,3,0,0,0,0,0,5,4,0,0,0,39,2,9,0,1,0,4,0,0,0,5,0,1,26,0,0,3,169,165,2,0,0,31,15,1,3,0,4,2,0,3,2,22,28,0,0,4,0,2,0,0,2,1,0,0,1,2,56,1,6,0,0,10,0,0,0,17,4,5,6,3,0,7,0,0,0,0,0,75,0,1,1,3,0,2,0,0,70,0,6,0,0,0,24,1,0,0,0,0,0,0,2,0,7,1,0,54,0,0
36047081400,1,0,0,1,0,0,1,0,0,0,0,67,0,0,0,0,0,0,7,0,0,0,1,0,0,3,0,0,0,1,9,0,9,3,0,12,11,5,0,0,0,0,29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,0,5,3,28,50,0,1,0,0,0,0,0,6,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,4,2,2,0,0,0,3,0,0,0,0,2,0,0,10,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,6,0,2,0,3,0,1,4,0,0,0,0,0,0,0,0,9,7,5,1,2,0,1,0,0,1,0,1,6,0,0,19,0,0,1,0,0,0,0,0,0,7,1,0,7,0,0
36061014300,2,0,27,30,0,12,1,1,0,0,15,14,0,0,0,127,0,0,1,1,0,0,1,1,0,22,0,0,6,0,9,9,7,6,4,3,0,16,1,0,0,0,9,1,2,2,0,9,0,0,0,0,0,6,5,6,10,0,8,13,9,0,15,0,43,20,0,3,0,0,0,0,0,20,15,0,0,0,91,3,7,0,0,0,6,0,0,0,4,45,0,8,1,0,1,104,28,29,0,64,260,21,0,1,0,0,3,0,2,8,22,14,1,0,1,0,0,0,0,0,0,0,0,1,0,18,1,3,0,0,18,0,0,0,24,13,2,17,8,0,6,0,0,0,0,0,257,47,3,2,1,1,0,0,0,163,11,21,11,0,0,24,0,0,2,1,0,0,0,88,16,22,0,0,50,0,0
36085014100,2,0,1,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,2,0,7,1,0,12,2,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,1,0,0,0,3,0,0,22,0,0,0,3,0,0,0,0,3,2,0,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,5,0,2,0,10,0,0,18,0,0,0,0,0,0,3,0,41,11,2,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,3,0,0,3,0,0,0,5,0,33,0,0
36085000300,0,0,2,7,0,1,0,0,0,0,0,10,0,0,0,55,0,0,4,0,0,0,1,0,0,15,0,0,0,0,12,17,4,1,0,10,1,12,0,0,0,0,8,0,1,5,0,10,0,0,0,0,0,0,10,6,6,0,0,10,1,0,6,8,21,17,0,2,0,0,0,0,0,1,0,0,0,0,30,3,2,0,2,0,0,0,0,0,3,21,0,39,2,2,8,12,11,0,0,0,9,2,1,0,0,0,3,0,1,1,9,27,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,7,0,0,16,0,0,0,11,2,2,6,2,0,1,0,0,0,1,0,81,34,1,1,2,0,0,0,0,1,0,1,18,0,0,35,0,0,0,0,1,0,1,1,5,3,4,2,35,0,0
